bird_id,species_name,image_path,source_url,source_title,width,height,file_size_mb,source,license,image_number,quality_score
16,Common Redpoll,bird_images_wikimedia\bird_16_1_Common_Redpoll.jpg,https://upload.wikimedia.org/wikipedia/commons/1/19/Common_Redpoll_%28Carduelis_flammea%29%2C_Flatford%2C_Suffolk_%2825251113762%29.jpg,"File:Common Redpoll (Carduelis flammea), Flatford, Suffolk (25251113762).jpg",2800,2100,4.247617721557617,Wikimedia Commons,Free Use (Wikimedia Commons),1,6
16,Common Redpoll,bird_images_wikimedia\bird_16_2_Common_Redpoll.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e7/Common_redpoll_at_Seedskadee_National_Wildlife_Refuge_%2851916342523%29.jpg,File:Common redpoll at Seedskadee National Wildlife Refuge (51916342523).jpg,1683,1247,1.1622581481933594,Wikimedia Commons,Free Use (Wikimedia Commons),2,6
16,Common Redpoll,bird_images_wikimedia\bird_16_3_Common_Redpoll.jpg,https://upload.wikimedia.org/wikipedia/commons/2/29/Common_Redpoll_%26_House_Finch_on_Principia_Campus_%288397316798%29.jpg,File:Common Redpoll & House Finch on Principia Campus (8397316798).jpg,1920,1080,0.1721658706665039,Wikimedia Commons,Free Use (Wikimedia Commons),3,6
16,Common Redpoll,bird_images_wikimedia\bird_16_4_Common_Redpoll.jpg,https://upload.wikimedia.org/wikipedia/commons/3/32/Common_redpoll_singing_%2851101291746%29.jpg,File:Common redpoll singing (51101291746).jpg,6720,4480,12.97355842590332,Wikimedia Commons,Free Use (Wikimedia Commons),4,5
16,Common Redpoll,bird_images_wikimedia\bird_16_5_Common_Redpoll.jpg,https://upload.wikimedia.org/wikipedia/commons/4/40/Bird-life_-_a_guide_to_the_study_of_our_common_birds_%281901%29_%2814749276061%29.jpg,File:Bird-life - a guide to the study of our common birds (1901) (14749276061).jpg,1654,2288,0.8289108276367188,Wikimedia Commons,Free Use (Wikimedia Commons),5,4
17,Common Redshank,bird_images_wikimedia\bird_17_1_Common_Redshank.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4e/Common_Redshank_Tringa_totanus.jpg,File:Common Redshank Tringa totanus.jpg,3394,2263,1.9471244812011719,Wikimedia Commons,Free Use (Wikimedia Commons),1,6
17,Common Redshank,bird_images_wikimedia\bird_17_2_Common_Redshank.jpg,https://upload.wikimedia.org/wikipedia/commons/0/01/Common_redshank_%28Tringa_totanus%29_Bahrain.jpg,File:Common redshank (Tringa totanus) Bahrain.jpg,2097,1398,1.3507041931152344,Wikimedia Commons,Free Use (Wikimedia Commons),2,6
17,Common Redshank,bird_images_wikimedia\bird_17_3_Common_Redshank.jpg,https://upload.wikimedia.org/wikipedia/commons/5/51/Tringa_totanus_-_Common_Redshank%2C_Adana_2016_01-3.jpg,"File:Tringa totanus - Common Redshank, Adana 2016 01-3.jpg",2250,1457,1.4597177505493164,Wikimedia Commons,Free Use (Wikimedia Commons),3,6
17,Common Redshank,bird_images_wikimedia\bird_17_4_Common_Redshank.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e2/Tringa_totanus_-_Common_Redshank%2C_Adana_2016_01-5.jpg,"File:Tringa totanus - Common Redshank, Adana 2016 01-5.jpg",2250,1447,1.950913429260254,Wikimedia Commons,Free Use (Wikimedia Commons),4,6
17,Common Redshank,bird_images_wikimedia\bird_17_5_Common_Redshank.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cb/Tringa_totanus_-_Common_Redshank%2C_Mersin_2016-12-11_02-4.jpg,"File:Tringa totanus - Common Redshank, Mersin 2016-12-11 02-4.jpg",2250,1611,1.9303035736083984,Wikimedia Commons,Free Use (Wikimedia Commons),5,6
18,Common Redstart,bird_images_wikimedia\bird_18_1_Common_Redstart.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5a/Male_Common_Redstart_in_Palestinian_territories.jpg,File:Male Common Redstart in Palestinian territories.jpg,1523,1061,0.28285789489746094,Wikimedia Commons,Free Use (Wikimedia Commons),1,6
18,Common Redstart,bird_images_wikimedia\bird_18_2_Common_Redstart.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8d/Common_redstart%2C_male%2C_4096_pixels.jpg,"File:Common redstart, male, 4096 pixels.jpg",4096,2731,0.8206663131713867,Wikimedia Commons,Free Use (Wikimedia Commons),2,6
18,Common Redstart,bird_images_wikimedia\bird_18_3_Common_Redstart.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7f/Common_redstart%2C_male%2C_1024_pixels.jpg,"File:Common redstart, male, 1024 pixels.jpg",1024,683,0.09194469451904297,Wikimedia Commons,Free Use (Wikimedia Commons),3,6
18,Common Redstart,bird_images_wikimedia\bird_18_4_Common_Redstart.jpg,https://upload.wikimedia.org/wikipedia/commons/5/55/Common_redstart_male.jpg,File:Common redstart male.jpg,1484,992,0.20296192169189453,Wikimedia Commons,Free Use (Wikimedia Commons),4,6
18,Common Redstart,bird_images_wikimedia\bird_18_5_Common_Redstart.jpg,https://upload.wikimedia.org/wikipedia/commons/3/31/Common_redstart_%2837129966290%29.jpg,File:Common redstart (37129966290).jpg,1000,960,0.5960493087768555,Wikimedia Commons,Free Use (Wikimedia Commons),5,6
19,Common Reed Bunting,bird_images_wikimedia\bird_19_1_Common_Reed_Bunting.jpg,https://upload.wikimedia.org/wikipedia/commons/9/90/Common_reed_bunting_%28Emberiza_schoeniclus%29_male_breeding_plumage_6.jpg,File:Common reed bunting (Emberiza schoeniclus) male breeding plumage 6.jpg,1728,1728,2.250393867492676,Wikimedia Commons,Free Use (Wikimedia Commons),1,6
19,Common Reed Bunting,bird_images_wikimedia\bird_19_2_Common_Reed_Bunting.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4c/Common_reed_bunting_%28emberiza_schoeniclus%29_male.jpg,File:Common reed bunting (emberiza schoeniclus) male.jpg,3004,2003,0.9761838912963867,Wikimedia Commons,Free Use (Wikimedia Commons),2,6
19,Common Reed Bunting,bird_images_wikimedia\bird_19_3_Common_Reed_Bunting.jpg,https://upload.wikimedia.org/wikipedia/commons/7/7d/Common_reed_bunting_%28Emberiza_schoeniclus%29_male_summer_plumage.jpg,File:Common reed bunting (Emberiza schoeniclus) male summer plumage.jpg,2300,1534,1.1470985412597656,Wikimedia Commons,Free Use (Wikimedia Commons),3,6
19,Common Reed Bunting,bird_images_wikimedia\bird_19_4_Common_Reed_Bunting.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ef/Emberiza_schoeniclus_-_Common_Reed_Bunting%2C_Mersin_2017-01-22_01-8.jpg,"File:Emberiza schoeniclus - Common Reed Bunting, Mersin 2017-01-22 01-8.jpg",2050,1366,1.4100017547607422,Wikimedia Commons,Free Use (Wikimedia Commons),4,6
19,Common Reed Bunting,bird_images_wikimedia\bird_19_5_Common_Reed_Bunting.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4e/Common_reed_bunting_%28emberiza_schoeniclus%29_m.jpg,File:Common reed bunting (emberiza schoeniclus) m.jpg,1761,1174,0.3685150146484375,Wikimedia Commons,Free Use (Wikimedia Commons),5,6
20,Common Snipe,bird_images_wikimedia\bird_20_1_Common_Snipe.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c8/Common_snipe_%28Gallinago_gallinago%29.jpg,File:Common snipe (Gallinago gallinago).jpg,847,1186,0.39444637298583984,Wikimedia Commons,Free Use (Wikimedia Commons),1,4
20,Common Snipe,bird_images_wikimedia\bird_20_2_Common_Snipe.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c4/Common_Snipe_Gallinago_gallinago_by_Vedant_Kasambe_02.jpg,File:Common Snipe Gallinago gallinago by Vedant Kasambe 02.jpg,522,360,0.16485595703125,Wikimedia Commons,Free Use (Wikimedia Commons),2,4
20,Common Snipe,bird_images_wikimedia\bird_20_3_Common_Snipe.jpg,https://upload.wikimedia.org/wikipedia/commons/8/86/Bird-life_-_a_guide_to_the_study_of_our_common_birds_%281901%29_%2814752094582%29.jpg,File:Bird-life - a guide to the study of our common birds (1901) (14752094582).jpg,1664,2296,1.0757293701171875,Wikimedia Commons,Free Use (Wikimedia Commons),3,4
20,Common Snipe,bird_images_wikimedia\bird_20_4_Common_Snipe.jpg,https://upload.wikimedia.org/wikipedia/commons/4/42/Bird-life%3B_a_guide_to_the_study_of_our_common_birds_%281898%29_%2814569274747%29.jpg,File:Bird-life; a guide to the study of our common birds (1898) (14569274747).jpg,2706,4233,1.6886892318725586,Wikimedia Commons,Free Use (Wikimedia Commons),4,4
20,Common Snipe,bird_images_wikimedia\bird_20_5_Common_Snipe.jpg,https://upload.wikimedia.org/wikipedia/commons/3/3b/Bird-life%3B_a_guide_to_the_study_of_our_common_birds_%281898%29_%2814563313007%29.jpg,File:Bird-life; a guide to the study of our common birds (1898) (14563313007).jpg,2163,3239,0.7502336502075195,Wikimedia Commons,Free Use (Wikimedia Commons),5,4
21,Common Starling,bird_images_wikimedia\bird_21_1_Common_Starling.jpg,https://upload.wikimedia.org/wikipedia/commons/4/41/Sturnus_vulgaris_%28Common_Starling%29_-_20150801_17h07_%2810634%29.jpg,File:Sturnus vulgaris (Common Starling) - 20150801 17h07 (10634).jpg,2048,1365,2.2875289916992188,Wikimedia Commons,Free Use (Wikimedia Commons),1,6
21,Common Starling,bird_images_wikimedia\bird_21_2_Common_Starling.jpg,https://upload.wikimedia.org/wikipedia/commons/9/90/Sturnus_vulgaris_%28Common_Starling%29_-_20150801_17h08_%2810636%29.jpg,File:Sturnus vulgaris (Common Starling) - 20150801 17h08 (10636).jpg,3112,2075,4.230748176574707,Wikimedia Commons,Free Use (Wikimedia Commons),2,6
21,Common Starling,bird_images_wikimedia\bird_21_3_Common_Starling.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cb/Sturnus_vulgaris_%28Common_Starling%29_-_20150801_17h08_%2810637%29.jpg,File:Sturnus vulgaris (Common Starling) - 20150801 17h08 (10637).jpg,3231,2154,4.058433532714844,Wikimedia Commons,Free Use (Wikimedia Commons),3,6
21,Common Starling,bird_images_wikimedia\bird_21_4_Common_Starling.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f2/Sturnus_vulgaris_-_Common_Starling_06.jpg,File:Sturnus vulgaris - Common Starling 06.jpg,2250,1736,2.5478858947753906,Wikimedia Commons,Free Use (Wikimedia Commons),4,6
21,Common Starling,bird_images_wikimedia\bird_21_5_Common_Starling.jpg,https://upload.wikimedia.org/wikipedia/commons/0/08/Sturnus_vulgaris_%28Common_starling%29_male%2C_Arnhem%2C_the_Netherlands.jpg,"File:Sturnus vulgaris (Common starling) male, Arnhem, the Netherlands.jpg",800,600,0.12326335906982422,Wikimedia Commons,Free Use (Wikimedia Commons),5,6
22,Common Swift,bird_images_wikimedia\bird_22_1_Common_Swift.jpg,https://upload.wikimedia.org/wikipedia/commons/9/92/Common_Swift_2025_07_18_01.jpg,File:Common Swift 2025 07 18 01.jpg,3877,2585,3.2772865295410156,Wikimedia Commons,Free Use (Wikimedia Commons),1,6
22,Common Swift,bird_images_wikimedia\bird_22_2_Common_Swift.jpg,https://upload.wikimedia.org/wikipedia/commons/1/14/Common_swift_2024_04_21.jpg,File:Common swift 2024 04 21.jpg,3444,2296,1.4598207473754883,Wikimedia Commons,Free Use (Wikimedia Commons),2,6
22,Common Swift,bird_images_wikimedia\bird_22_3_Common_Swift.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f2/Common_Swift_2025_07_18_02.jpg,File:Common Swift 2025 07 18 02.jpg,3496,2331,2.8709335327148438,Wikimedia Commons,Free Use (Wikimedia Commons),3,6
22,Common Swift,bird_images_wikimedia\bird_22_4_Common_Swift.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c1/Common_swift_%28Apus_apus%29_in_Algeria.jpg,File:Common swift (Apus apus) in Algeria.jpg,2048,1586,0.07017230987548828,Wikimedia Commons,Free Use (Wikimedia Commons),4,6
22,Common Swift,bird_images_wikimedia\bird_22_5_Common_Swift.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c3/T%C3%A5rnseiler_%28Apus_apus%29_Common_Swift.jpg,File:Tårnseiler (Apus apus) Common Swift.jpg,1752,1429,1.1503477096557617,Wikimedia Commons,Free Use (Wikimedia Commons),5,6
23,Common Whitethroat,bird_images_wikimedia\bird_23_1_Common_Whitethroat.jpg,https://upload.wikimedia.org/wikipedia/commons/c/c5/Common_whitethroat_2025_05_25.jpg,File:Common whitethroat 2025 05 25.jpg,4263,2842,3.681332588195801,Wikimedia Commons,Free Use (Wikimedia Commons),1,6
23,Common Whitethroat,bird_images_wikimedia\bird_23_2_Common_Whitethroat.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d7/Common_whitethroat_-_Wimbledon_Common.jpg,File:Common whitethroat - Wimbledon Common.jpg,2767,1845,2.1521568298339844,Wikimedia Commons,Free Use (Wikimedia Commons),2,6
23,Common Whitethroat,bird_images_wikimedia\bird_23_3_Common_Whitethroat.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fd/Common_whitethroat_%28Curruca_communis%29_2019.jpg,File:Common whitethroat (Curruca communis) 2019.jpg,2445,1628,1.1171026229858398,Wikimedia Commons,Free Use (Wikimedia Commons),3,6
23,Common Whitethroat,bird_images_wikimedia\bird_23_4_Common_Whitethroat.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b7/Common_Whitethroat_%28Sylvia_communis%29.jpg,File:Common Whitethroat (Sylvia communis).jpg,2000,1500,1.1639156341552734,Wikimedia Commons,Free Use (Wikimedia Commons),4,6
23,Common Whitethroat,bird_images_wikimedia\bird_23_5_Common_Whitethroat.jpg,https://upload.wikimedia.org/wikipedia/commons/6/64/Common_Whitethroat_-_Curruca_communis.jpg,File:Common Whitethroat - Curruca communis.jpg,2430,1736,1.8507938385009766,Wikimedia Commons,Free Use (Wikimedia Commons),5,6
24,Common Wood Pigeon,bird_images_wikimedia\bird_24_1_Common_Wood_Pigeon.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e9/Common_Wood_Pigeon_facing_left.jpg,File:Common Wood Pigeon facing left.jpg,4418,3263,2.9338808059692383,Wikimedia Commons,Free Use (Wikimedia Commons),1,6
24,Common Wood Pigeon,bird_images_wikimedia\bird_24_2_Common_Wood_Pigeon.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e3/Close-up_picture_of_a_common_wood_pigeon.jpg,File:Close-up picture of a common wood pigeon.jpg,4896,3672,4.276020050048828,Wikimedia Commons,Free Use (Wikimedia Commons),2,6
24,Common Wood Pigeon,bird_images_wikimedia\bird_24_3_Common_Wood_Pigeon.jpg,https://upload.wikimedia.org/wikipedia/commons/c/ca/Common_Wood_Pigeon_2025_05_23.jpg,File:Common Wood Pigeon 2025 05 23.jpg,3833,2555,1.897409439086914,Wikimedia Commons,Free Use (Wikimedia Commons),3,6
24,Common Wood Pigeon,bird_images_wikimedia\bird_24_4_Common_Wood_Pigeon.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fb/%28Columba_palumbus%29_Common_wood_pigeon_on_the_ground.jpg,File:(Columba palumbus) Common wood pigeon on the ground.jpg,4064,2839,1.916377067565918,Wikimedia Commons,Free Use (Wikimedia Commons),4,6
24,Common Wood Pigeon,bird_images_wikimedia\bird_24_5_Common_Wood_Pigeon.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e5/Common_wood_pigeon_on_a_tree_in_Krak%C3%B3w%2C_20250412_1057_3650.jpg,"File:Common wood pigeon on a tree in Kraków, 20250412 1057 3650.jpg",4118,2740,10.151450157165527,Wikimedia Commons,Free Use (Wikimedia Commons),5,5
25,Corn Bunting,bird_images_wikimedia\bird_25_1_Corn_Bunting.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5b/Emberiza_calandra_-_Corn_Bunting_03.jpg,File:Emberiza calandra - Corn Bunting 03.jpg,2250,1529,1.475468635559082,Wikimedia Commons,Free Use (Wikimedia Commons),1,6
25,Corn Bunting,bird_images_wikimedia\bird_25_2_Corn_Bunting.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5e/Emberiza_calandra_-_Corn_bunting_04.jpg,File:Emberiza calandra - Corn bunting 04.jpg,2250,1651,1.8525514602661133,Wikimedia Commons,Free Use (Wikimedia Commons),2,6
25,Corn Bunting,bird_images_wikimedia\bird_25_3_Corn_Bunting.jpg,https://upload.wikimedia.org/wikipedia/commons/6/63/Corn_bunting_-_Emberiza_calandra_07.jpg,File:Corn bunting - Emberiza calandra 07.jpg,2050,1442,1.1927976608276367,Wikimedia Commons,Free Use (Wikimedia Commons),3,6
25,Corn Bunting,bird_images_wikimedia\bird_25_4_Corn_Bunting.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d2/Corn_bunting_-_Emberiza_calandra_09.jpg,File:Corn bunting - Emberiza calandra 09.jpg,2250,1598,1.1977720260620117,Wikimedia Commons,Free Use (Wikimedia Commons),4,6
25,Corn Bunting,bird_images_wikimedia\bird_25_5_Corn_Bunting.jpg,https://upload.wikimedia.org/wikipedia/commons/4/45/Emberiza_calandra_-_Corn_Bunting%2C_Kahramanmara%C5%9F_2016-11-18_02-5.jpg,"File:Emberiza calandra - Corn Bunting, Kahramanmaraş 2016-11-18 02-5.jpg",3005,2064,3.2149972915649414,Wikimedia Commons,Free Use (Wikimedia Commons),5,6
26,Dunlin,bird_images_wikimedia\bird_26_1_Dunlin.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fe/Dunlin_%28Calidris_alpina%29_juvenile.jpg,File:Dunlin (Calidris alpina) juvenile.jpg,2124,1416,0.8479318618774414,Wikimedia Commons,Free Use (Wikimedia Commons),1,6
26,Dunlin,bird_images_wikimedia\bird_26_2_Dunlin.jpg,https://upload.wikimedia.org/wikipedia/commons/2/24/Calidris_alpina_-_Dunlin%2C_Mersin_2016-10-01_06-1.jpg,"File:Calidris alpina - Dunlin, Mersin 2016-10-01 06-1.jpg",2250,1448,1.5583858489990234,Wikimedia Commons,Free Use (Wikimedia Commons),2,6
26,Dunlin,bird_images_wikimedia\bird_26_3_Dunlin.jpg,https://upload.wikimedia.org/wikipedia/commons/e/ee/Calidris_alpina_-_Dunlin%2C_Mersin_2016-11-19_03-1.jpg,"File:Calidris alpina - Dunlin, Mersin 2016-11-19 03-1.jpg",2250,1500,2.093446731567383,Wikimedia Commons,Free Use (Wikimedia Commons),3,6
26,Dunlin,bird_images_wikimedia\bird_26_4_Dunlin.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6a/Calidris_alpina_-_Dunlin%2C_Mersin_2016-10-01_05-2.jpg,"File:Calidris alpina - Dunlin, Mersin 2016-10-01 05-2.jpg",2050,1319,1.328160285949707,Wikimedia Commons,Free Use (Wikimedia Commons),4,6
26,Dunlin,bird_images_wikimedia\bird_26_5_Dunlin.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8d/The_history_of_birds_-_their_varieties_and_oddities%2C_comprising_graphic_descriptions_of_nearly_all_known_species_of_birds%2C_with_fishes_and_insects%2C_the_world_over%2C_and_illustrating_their_varied_%2814563807808%29.jpg,"File:The history of birds - their varieties and oddities, comprising graphic descriptions of nearly all known species of birds, with fishes and insects, the world over, and illustrating their varied (14563807808).jpg",2336,1786,1.1187820434570312,Wikimedia Commons,Free Use (Wikimedia Commons),5,6
27,Dunnock,bird_images_wikimedia\bird_27_1_Dunnock.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cc/Dunnock_%28Prunella_modularis_occidentalis%29.jpg,File:Dunnock (Prunella modularis occidentalis).jpg,2886,2886,3.4300403594970703,Wikimedia Commons,Free Use (Wikimedia Commons),1,6
27,Dunnock,bird_images_wikimedia\bird_27_2_Dunnock.jpg,https://upload.wikimedia.org/wikipedia/commons/0/08/The_dunnock_%28Prunella_modularis%29.jpg,File:The dunnock (Prunella modularis).jpg,2477,1647,2.895580291748047,Wikimedia Commons,Free Use (Wikimedia Commons),2,6
27,Dunnock,bird_images_wikimedia\bird_27_3_Dunnock.jpg,https://upload.wikimedia.org/wikipedia/commons/d/d1/Dunnock_%28Prunella_modularis%29_Otmoor.jpg,File:Dunnock (Prunella modularis) Otmoor.jpg,4227,2818,3.174069404602051,Wikimedia Commons,Free Use (Wikimedia Commons),3,6
27,Dunnock,bird_images_wikimedia\bird_27_4_Dunnock.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f1/Dunnock_in_Bute_Park%2C_Cardiff.jpg,"File:Dunnock in Bute Park, Cardiff.jpg",3160,2257,2.9024782180786133,Wikimedia Commons,Free Use (Wikimedia Commons),4,6
27,Dunnock,bird_images_wikimedia\bird_27_5_Dunnock.jpg,https://upload.wikimedia.org/wikipedia/commons/7/72/Dunnock_crop2.jpg,File:Dunnock crop2.jpg,1505,1149,0.3778800964355469,Wikimedia Commons,Free Use (Wikimedia Commons),5,6
28,Eurasian Blackcap,bird_images_wikimedia\bird_28_1_Eurasian_Blackcap.jpg,https://upload.wikimedia.org/wikipedia/commons/4/41/Eurasian_Blackcap_2025_04_05.jpg,File:Eurasian Blackcap 2025 04 05.jpg,3961,2641,3.532864570617676,Wikimedia Commons,Free Use (Wikimedia Commons),1,6
28,Eurasian Blackcap,bird_images_wikimedia\bird_28_2_Eurasian_Blackcap.jpg,https://upload.wikimedia.org/wikipedia/commons/1/1a/Sylvia_atricapilla_-_Eurasian_blackcap_01.jpg,File:Sylvia atricapilla - Eurasian blackcap 01.jpg,1480,1041,0.38826942443847656,Wikimedia Commons,Free Use (Wikimedia Commons),2,6
28,Eurasian Blackcap,bird_images_wikimedia\bird_28_3_Eurasian_Blackcap.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a2/Toutinegra-de-barrete%2C_macho%2C_Eurasian_Blackcap%2C_male_%2851955903581%29.jpg,"File:Toutinegra-de-barrete, macho, Eurasian Blackcap, male (51955903581).jpg",5576,3417,3.9743452072143555,Wikimedia Commons,Free Use (Wikimedia Commons),3,6
28,Eurasian Blackcap,bird_images_wikimedia\bird_28_4_Eurasian_Blackcap.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bf/Toutinegra-de-barrete%2C_macho%2C_Eurasian_Blackcap%2C_male_%2854186345007%29.jpg,"File:Toutinegra-de-barrete, macho, Eurasian Blackcap, male (54186345007).jpg",5095,3651,2.3667240142822266,Wikimedia Commons,Free Use (Wikimedia Commons),4,6
28,Eurasian Blackcap,bird_images_wikimedia\bird_28_5_Eurasian_Blackcap.jpg,https://upload.wikimedia.org/wikipedia/commons/7/79/Toutinegra-de-barrete-preto%2C_macho%2C_Eurasian_Blackcap%2C_male_%2852662822644%29.jpg,"File:Toutinegra-de-barrete-preto, macho, Eurasian Blackcap, male (52662822644).jpg",5000,3779,3.8778018951416016,Wikimedia Commons,Free Use (Wikimedia Commons),5,6
29,Eurasian Blue Tit,bird_images_wikimedia\bird_29_1_Eurasian_Blue_Tit.jpg,https://upload.wikimedia.org/wikipedia/commons/8/86/Eurasian_blue_tit_Lancashire.jpg,File:Eurasian blue tit Lancashire.jpg,3472,2604,3.848001480102539,Wikimedia Commons,Free Use (Wikimedia Commons),1,6
29,Eurasian Blue Tit,bird_images_wikimedia\bird_29_2_Eurasian_Blue_Tit.jpg,https://upload.wikimedia.org/wikipedia/commons/b/bd/Eurasian_blue_tit_2023_12_31.jpg,File:Eurasian blue tit 2023 12 31.jpg,3412,2275,3.7829456329345703,Wikimedia Commons,Free Use (Wikimedia Commons),2,6
29,Eurasian Blue Tit,bird_images_wikimedia\bird_29_3_Eurasian_Blue_Tit.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5f/073_Wild_Eurasian_blue_tit_parent_feeding_at_Pfyn-Finges_Photo_by_Giles_Laurent.jpg,File:073 Wild Eurasian blue tit parent feeding at Pfyn-Finges Photo by Giles Laurent.jpg,2902,1935,2.695995330810547,Wikimedia Commons,Free Use (Wikimedia Commons),3,6
29,Eurasian Blue Tit,bird_images_wikimedia\bird_29_4_Eurasian_Blue_Tit.jpg,https://upload.wikimedia.org/wikipedia/commons/f/fd/Eurasian_blue_tit_%28Cyanistes_caeruleus_caeruleus%29_Biebrzanski.jpg,File:Eurasian blue tit (Cyanistes caeruleus caeruleus) Biebrzanski.jpg,2734,1823,2.5583276748657227,Wikimedia Commons,Free Use (Wikimedia Commons),4,6
29,Eurasian Blue Tit,bird_images_wikimedia\bird_29_5_Eurasian_Blue_Tit.jpg,https://upload.wikimedia.org/wikipedia/commons/6/61/Eurasian_blue_tit_%28Cyanistes_caeruleus_caeruleus%29_Biebrzanski_2.jpg,File:Eurasian blue tit (Cyanistes caeruleus caeruleus) Biebrzanski 2.jpg,1689,1689,1.9849729537963867,Wikimedia Commons,Free Use (Wikimedia Commons),5,6
30,Eurasian Bullfinch,bird_images_wikimedia\bird_30_1_Eurasian_Bullfinch.jpg,https://upload.wikimedia.org/wikipedia/commons/2/22/Eurasian_Bullfinch_%28Male%29.JPG,File:Eurasian Bullfinch (Male).JPG,3872,2592,3.9224977493286133,Wikimedia Commons,Free Use (Wikimedia Commons),1,6
30,Eurasian Bullfinch,bird_images_wikimedia\bird_30_2_Eurasian_Bullfinch.jpg,https://upload.wikimedia.org/wikipedia/commons/0/05/Dom-fafe%2C_macho%2C_Eurasian_Bullfinch%2C_male_%2851705354845%29.jpg,"File:Dom-fafe, macho, Eurasian Bullfinch, male (51705354845).jpg",6404,3839,4.2186279296875,Wikimedia Commons,Free Use (Wikimedia Commons),2,6
30,Eurasian Bullfinch,bird_images_wikimedia\bird_30_3_Eurasian_Bullfinch.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4f/Dom-fafe%2C_macho%2C_Eurasian_Bullfinch%2C_male_%2851908243945%29.jpg,"File:Dom-fafe, macho, Eurasian Bullfinch, male (51908243945).jpg",5508,4087,3.604909896850586,Wikimedia Commons,Free Use (Wikimedia Commons),3,6
30,Eurasian Bullfinch,bird_images_wikimedia\bird_30_4_Eurasian_Bullfinch.jpg,https://upload.wikimedia.org/wikipedia/commons/e/eb/Dom-fafe%2C_macho%2C_Eurasian_Bullfinch%2C_male_%2851959213778%29.jpg,"File:Dom-fafe, macho, Eurasian Bullfinch, male (51959213778).jpg",5475,3808,4.1374311447143555,Wikimedia Commons,Free Use (Wikimedia Commons),4,6
30,Eurasian Bullfinch,bird_images_wikimedia\bird_30_5_Eurasian_Bullfinch.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e3/Dom-fafe%2C_macho%2C_Eurasian_Bullfinch%2C_male_%2851708631066%29.jpg,"File:Dom-fafe, macho, Eurasian Bullfinch, male (51708631066).jpg",5034,3426,3.265683174133301,Wikimedia Commons,Free Use (Wikimedia Commons),5,6
31,Eurasian Collared Dove,bird_images_wikimedia\bird_31_1_Eurasian_Collared_Dove.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8c/Eurasian_collared_dove_%28Streptopelia_decaocto%29_Rajasthan.jpg,File:Eurasian collared dove (Streptopelia decaocto) Rajasthan.jpg,3581,3581,3.482508659362793,Wikimedia Commons,Free Use (Wikimedia Commons),1,6
31,Eurasian Collared Dove,bird_images_wikimedia\bird_31_2_Eurasian_Collared_Dove.jpg,https://upload.wikimedia.org/wikipedia/commons/3/35/Streptopelia_decaocto_-_Eurasian_Collared_Dove_05.jpg,File:Streptopelia decaocto - Eurasian Collared Dove 05.jpg,2050,1371,1.2712478637695312,Wikimedia Commons,Free Use (Wikimedia Commons),2,6
31,Eurasian Collared Dove,bird_images_wikimedia\bird_31_3_Eurasian_Collared_Dove.jpg,https://upload.wikimedia.org/wikipedia/commons/9/91/Streptopelia_decaocto_-_Eurasian_Collared_Dove_14.jpg,File:Streptopelia decaocto - Eurasian Collared Dove 14.jpg,3250,2007,2.837031364440918,Wikimedia Commons,Free Use (Wikimedia Commons),3,6
